eid	author-seq	author-SopusID	author-ori-name	author-sc-name	afid	dptid	affiliation-organization	affiliation-city-group	affiliation-country	affiliation-country-code
37549058818	2	6.507747455E9	Schraeder M.	Schraeder M.	60017606	103909126	School of Accounting;College of Business;Florida Atlantic University			
37549058818	2	6.507747455E9	Schraeder M.	Schraeder M.	60017606	103909201	School of Accounting;John D. McArthur Campus;Florida Atlantic University	Jupiter, FL 33458	United States	usa
37549058818	3	3.5249003E10	Morrison R.	Morrison R.	60017606	103909126	School of Accounting;College of Business;Florida Atlantic University			
37549058818	3	3.5249003E10	Morrison R.	Morrison R.	60017606	103909201	School of Accounting;John D. McArthur Campus;Florida Atlantic University	Jupiter, FL 33458	United States	usa
37549066365	1	7.103277608E9	Prentice H.M.	Prentice H.	60017606	103909176	Florida Atlantic University;Center for Molecular Biology and Biotechnology	Boca Raton, FL 33431		usa
37549066365	1	7.103277608E9	Prentice H.M.	Prentice H.	60017606	105898180	Florida Atlantic University;College of Biomedical Science	Boca Raton, FL 33431		usa
37549066365	2	2.30362814E10	Moench I.A.	Moench I.	60017606	103909176	Florida Atlantic University;Center for Molecular Biology and Biotechnology	Boca Raton, FL 33431		usa
37549066365	2	2.30362814E10	Moench I.A.	Moench I.	60017606	105898180	Florida Atlantic University;College of Biomedical Science	Boca Raton, FL 33431		usa
37549066365	3	2.303683E10	Rickaway Z.T.	Rickaway Z.	60017606	103909176	Florida Atlantic University;Center for Molecular Biology and Biotechnology	Boca Raton, FL 33431		usa
37549066365	3	2.303683E10	Rickaway Z.T.	Rickaway Z.	60017606	105898180	Florida Atlantic University;College of Biomedical Science	Boca Raton, FL 33431		usa
37549066365	4	7.004616662E9	Dougherty C.J.	Dougherty C.	60017606	103909176	Florida Atlantic University;Center for Molecular Biology and Biotechnology	Boca Raton, FL 33431		usa
37549066365	4	7.004616662E9	Dougherty C.J.	Dougherty C.	60017606	105898180	Florida Atlantic University;College of Biomedical Science	Boca Raton, FL 33431		usa
37549066365	5	7.102515113E9	Webster K.A.	Webster K.	60017606	103909176	Florida Atlantic University;Center for Molecular Biology and Biotechnology	Boca Raton, FL 33431		usa
37549066365	5	7.102515113E9	Webster K.A.	Webster K.	60017606	105898180	Florida Atlantic University;College of Biomedical Science	Boca Raton, FL 33431		usa
37549066365	6	1.60611656E10	Weissbach H.	Weissbach H.	60017606	103909176	Florida Atlantic University;Center for Molecular Biology and Biotechnology	Boca Raton, FL 33431		usa
37549066365	6	1.60611656E10	Weissbach H.	Weissbach H.	60017606	105898180	Florida Atlantic University;College of Biomedical Science	Boca Raton, FL 33431		usa
37649004522	1	9.5349033E9	Smith M.C.	Smith M.	60017606	103909172	Christine E. Hynn College of Nursing;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
37649004522	2	2.39850003E10	Kyle L.	Kyle L.	60017606	103909172	Christine E. Hynn College of Nursing;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
37749047351	1	7.202168219E9	Kane M.N.	Kane M.	60017606	103909125	School of Social Work;Florida Atlantic University	Boca Raton, FL	United States	usa
37749047351	1	7.202168219E9	Kane M.N.	Kane M.	60017606	103909125	School of Social Work;Florida Atlantic University, so 284	Boca Raton, FL 33431	United States	usa
37849023744	1	1.62416841E10	Khan D.R.	Khan D.	60017606	103909114	Department of Chemistry and Biochemistry;Florida Atlantic University	Boca Raton, FL 33431		usa
37849023744	2	6.506711505E9	Rezler E.M.	Rezler E.	60017606	103909114	Department of Chemistry and Biochemistry;Florida Atlantic University	Boca Raton, FL 33431		usa
37849023744	3	6.602132185E9	Lauer-Fields J.	Lauer-Fields J.	60017606	103909114	Department of Chemistry and Biochemistry;Florida Atlantic University	Boca Raton, FL 33431		usa
37849023744	4	7.005777371E9	Fields G.B.	Fields G.	60017606	103909114	Department of Chemistry and Biochemistry;Florida Atlantic University	Boca Raton, FL 33431		usa
37849035450	1	3.3567722E10	Demir T.	Demir T.	60017606		Florida Atlantic University			
37849035450	1	3.3567722E10	Demir T.	Demir T.	60017606	103909177	School of Public Administration;Florida Atlantic University			
37849035450	2	6.505906933E9	Nyhan R.C.	Nyhan R.	60017606		Florida Atlantic University			
37849035450	2	6.505906933E9	Nyhan R.C.	Nyhan R.	60017606	103909177	School of Public Administration;Florida Atlantic University			
38049169617	1	7.201392166E9	Hennekens C.H.	Hennekens C.	60017606	105144288	Department of Clinical Science and Medical Education;Florida Atlantic University	Boca Raton, FL 33431		usa
38049169617	1	7.201392166E9	Hennekens C.H.	Hennekens C.	60017606	105144288	Charles E. Schmidt College of Biomedical Science;Department of Clinical Science and Medical Education;Florida Atlantic University	Boca Raton, FL 33431		usa
38049169617	2	1.63171342E10	Schneider W.R.	Schneider W.	60017606	105144288	Department of Clinical Science and Medical Education;Florida Atlantic University	Boca Raton, FL 33431		usa
38049169617	2	1.63171342E10	Schneider W.R.	Schneider W.	60017606	105144288	Charles E. Schmidt College of Biomedical Science;Department of Clinical Science and Medical Education;Florida Atlantic University	Boca Raton, FL 33431		usa
38149075190	1	3.70765588E10	Allard E.R.	Allard E.	60017606	103909152	Department of Communication Sciences and Disorders;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38149075190	2	3.56163524E10	Williams D.F.	Williams D.	60017606	103909152	Department of Communication Sciences and Disorders;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38149113884	1	5.54766192E10	Williams C.S.	Williams C.	60017606	103909112	Department of Chemistry;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38149113884	2	1.62420798E10	Miller N.C.	Miller N.	60017606	103909112	Department of Chemistry;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38149113884	3	5.54613377E10	Collins J.A.	Collins J.	60017606	103909112	Department of Chemistry;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38349044320	1	2.3094733E10	Moore B.A.	Moore B.	60017606	103909116	Department of Electrical Engineering;Florida Atlantic University	Boca Raton, FL 33431		usa
38349044320	2	2.30951946E10	Martinson E.	Martinson E.	60017606	103909116	Department of Electrical Engineering;Florida Atlantic University	Boca Raton, FL 33431		usa
38349044320	3	7.003454145E9	Raviv D.	Raviv D.	60017606	103909116	Department of Electrical Engineering;Florida Atlantic University	Boca Raton, FL 33431		usa
38349083468	1	1.27668421E10	Huang Q.-Q.	Huang Q.	60017606	103909111	Department of Biomedical Sciences;Florida Atlantic University	Boca Raton, FL		usa
38349083468	2	7.401736309E9	Feng H.Z.	Feng H.	60017606	103909111	Department of Biomedical Sciences;Florida Atlantic University	Boca Raton, FL		usa
38349083468	3	2.66574797E10	Liu J.	Liu J.	60017606	103909111	Department of Biomedical Sciences;Florida Atlantic University	Boca Raton, FL		usa
38349083468	4	1.51265498E10	Du J.	Du J.	60017606	103909111	Department of Biomedical Sciences;Florida Atlantic University	Boca Raton, FL		usa
38349083468	5	6.602306813E9	Stull L.B.	Stull L.	60017606	103909111	Department of Biomedical Sciences;Florida Atlantic University	Boca Raton, FL		usa
38349083468	6	7.004127581E9	Moravec C.S.	Moravec C.	60017606	103909111	Department of Biomedical Sciences;Florida Atlantic University	Boca Raton, FL		usa
38349083468	7	7.410247554E9	Huang X.	Huang X.	60017606	103909111	Department of Biomedical Sciences;Florida Atlantic University	Boca Raton, FL		usa
38349083468	8	2.52247017E10	Jin J.-P.	Jin J.	60017606	103909111	Department of Biomedical Sciences;Florida Atlantic University	Boca Raton, FL		usa
38349092674	1	7.403581693E9	Ho K.	Ho K.	60017606	105426892	Department of Computer Science and Engineering;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38349092674	2	3.69960297E10	Wu J.	Wu J.	60017606	105426892	Department of Computer Science and Engineering;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38349092674	3	1.40364186E10	Sum J.	Sum J.	60017606	105426892	Department of Computer Science and Engineering;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38349115930	1	2.34705474E10	Proctor D.J.	Proctor D.	60017606	103909111	Department of Biomedical Science;Florida Atlantic University	Boca Raton, FL 33431		usa
38349115930	1	2.34705474E10	Proctor D.J.	Proctor D.	60017606	103909118	Department of Anthropology;Florida Atlantic University	Boca Raton, FL 33431		usa
38349115930	2	6.507663202E9	Broadfield D.	Broadfield D.	60017606	103909111	Department of Biomedical Science;Florida Atlantic University	Boca Raton, FL 33431		usa
38349115930	2	6.507663202E9	Broadfield D.	Broadfield D.	60017606	103909118	Department of Anthropology;Florida Atlantic University	Boca Raton, FL 33431		usa
38349115930	3	2.34705075E10	Proctor K.	Proctor K.	60017606	103909111	Department of Biomedical Science;Florida Atlantic University	Boca Raton, FL 33431		usa
38349115930	3	2.34705075E10	Proctor K.	Proctor K.	60017606	103909118	Department of Anthropology;Florida Atlantic University	Boca Raton, FL 33431		usa
38349127008	1	2.17432756E10	Li X.	Li X.	60017606	105426892	Department of Computer Science and Engineering;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38349127008	2	3.69960297E10	Wu J.	Wu J.	60017606	105426892	Department of Computer Science and Engineering;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38349127008	3	1.40531887E10	Zhong S.	Zhong S.	60017606	105426892	Department of Computer Science and Engineering;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38349133929	1	1.31060984E10	Fernandez-Escribano G.	Fernández-Escribano G.	60017606	105426892	Department of Computer Science and Engineering;Florida Altantic University	Boca Raton, FL 33431		usa
38349133929	2	8.6441979E9	Bialkowski J.	Bialkowski J.	60017606	105426892	Department of Computer Science and Engineering;Florida Altantic University	Boca Raton, FL 33431		usa
38349133929	3	7.006416142E9	Gamez J.A.	Gámez J.	60017606	105426892	Department of Computer Science and Engineering;Florida Altantic University	Boca Raton, FL 33431		usa
38349133929	4	6.603852833E9	Kalva H.	Kalva H.	60017606	105426892	Department of Computer Science and Engineering;Florida Altantic University	Boca Raton, FL 33431		usa
38349133929	5	7.003623362E9	Cuenca P.	Cuenca P.	60017606	105426892	Department of Computer Science and Engineering;Florida Altantic University	Boca Raton, FL 33431		usa
38349133929	6	7.006046164E9	Orozco-Barbosa L.	Orozco-Barbosa L.	60017606	105426892	Department of Computer Science and Engineering;Florida Altantic University	Boca Raton, FL 33431		usa
38349133929	7	7.004694174E9	Kaup A.	Kaup A.	60017606	105426892	Department of Computer Science and Engineering;Florida Altantic University	Boca Raton, FL 33431		usa
38349193409	1	2.50263048E10	Peng T.K.	Peng T.	60017606	103909186	Department of Management, International Business and Entrepreneurship;College of Business Administration;Florida Atlantic University	Boca Raton, FL	United States	usa
38349193409	2	7.402271047E9	Peterson M.F.	Peterson M.	60017606	103909186	Department of Management, International Business and Entrepreneurship;College of Business Administration;Florida Atlantic University	Boca Raton, FL	United States	usa
38449121453	1	7.101689059E9	Carraher Jr. C.E.	Carraher C.	60017606	112454773	Department of Chemistry and Biochemistry;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38449121453	2	6.602937332E9	Roner M.R.	Roner M.	60017606	112454773	Department of Chemistry and Biochemistry;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38449121453	3	1.86350814E10	Shahi K.	Shahi K.	60017606	112454773	Department of Chemistry and Biochemistry;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38449121453	4	7.006531563E9	Ashida Y.	Ashida Y.	60017606	112454773	Department of Chemistry and Biochemistry;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38449121453	5	1.50516411E10	Barot G.	Barot G.	60017606	112454773	Department of Chemistry and Biochemistry;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38549089101	1	7.202941596E9	Qiu Z.	Qiu Z.	60017606	100303432	Department of Mechanical Engineering;Florida Atlantic University	Boca Raton, FL 33431-0991	United States	usa
38549089101	2	7.404802289E9	Yang D.	Yang D.	60017606	100303432	Department of Mechanical Engineering;Florida Atlantic University	Boca Raton, FL 33431-0991	United States	usa
38549089101	3	2.45641325E10	Elishakoff I.	Elishakoff I.	60017606	100303432	Department of Mechanical Engineering;Florida Atlantic University	Boca Raton, FL 33431-0991	United States	usa
38549131213	1	7.005694624E9	Ivey M.M.	Ivey M.	60017606	103909171	Harriet L. Wilkes Honors College;Florida Atlantic University	Jupiter, FL 33418		usa
38549131213	2	7.40861257E9	Smith E.T.	Smith E.	60017606	103909171	Harriet L. Wilkes Honors College;Florida Atlantic University	Jupiter, FL 33418		usa
38549131213	3	2.34776261E10	McGlaun G.	McGlaun G.	60017606	103909171	Harriet L. Wilkes Honors College;Florida Atlantic University	Jupiter, FL 33418		usa
38549131213	4	6.504637733E9	Niewahner J.H.	Niewahner J.	60017606	103909171	Harriet L. Wilkes Honors College;Florida Atlantic University	Jupiter, FL 33418		usa
38549162730	1	1.27920757E10	Hinduja S.	Hinduja S.	60017606	103909179	Department of Criminology and Criminal Justice;Florida Atlantic University	Jupiter, FL 33458-2906		usa
38549162730	2	2.29583913E10	Patchin J.W.	Patchin J.	60017606	103909179	Department of Criminology and Criminal Justice;Florida Atlantic University	Jupiter, FL 33458-2906		usa
38649093349	1	6.701748421E9	Brugmann B.	Brügmann B.	60017606	103909121	Department of Physics;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38649093349	2	5.54506705E10	Gonzalez J.A.	González J.	60017606	103909121	Department of Physics;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38649093349	3	1.6028207E10	Hannam M.	Hannam M.	60017606	103909121	Department of Physics;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38649093349	4	6.602986298E9	Husa S.	Husa S.	60017606	103909121	Department of Physics;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38649093349	5	1.6029636E10	Sperhake U.	Sperhake U.	60017606	103909121	Department of Physics;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38649093349	6	7.004076941E9	Tichy W.	Tichy W.	60017606	103909121	Department of Physics;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38649130624	1	7.202626247E9	Lau A.W.C.	Lau A.	60017606	103909121	Department of Physics;Florida Atlantic University	Boca Raton, FL 33431	United States	usa
38749134178	1	2.33936857E10	Raczaszek-Leonardi J.	Ra̧czaszek-Leonardi J.	60017606	103909170	Center for Complex Systems and Brain Sciences;Florida Atlantic University	Boca Raton, FL		usa
38749134178	2	7.402091432E9	Shapiro L.P.	Shapiro L.	60017606	103909170	Center for Complex Systems and Brain Sciences;Florida Atlantic University	Boca Raton, FL		usa
38749134178	3	6.603739829E9	Tuller B.	Tuller B.	60017606	103909170	Center for Complex Systems and Brain Sciences;Florida Atlantic University	Boca Raton, FL		usa
38749134178	4	7.101702561E9	Kelso J.A.S.	Kelso J.	60017606	103909170	Center for Complex Systems and Brain Sciences;Florida Atlantic University	Boca Raton, FL		usa
38849087435	1	7.00392664E9	Jirsa V.K.	Jirsa V.	60017606	103909121	Center for Complex Systems and Brain Sciences;Physics Department;Florida Atlantic University	Boca Raton, FL 33431		usa
38849095692	1	7.004106542E9	Schmidt-Kastner R.	Schmidt-Kastner R.	60017606	103909197	Charles E. Schmidt College of Biomedical Science;Florida Atlantic University (FAU)	Boca Raton, FL 33431	United States	usa
38849095692	2	2.4761278E10	Yamamoto H.	Yamamoto H.	60017606	103909197	Charles E. Schmidt College of Biomedical Science;Florida Atlantic University (FAU)	Boca Raton, FL 33431	United States	usa
38849095692	3	7.005324395E9	Hamasaki D.	Hamasaki D.	60017606	103909197	Charles E. Schmidt College of Biomedical Science;Florida Atlantic University (FAU)	Boca Raton, FL 33431	United States	usa
38849095692	4	5.54744659E10	Yamamoto H.	Yamamoto H.	60017606	103909197	Charles E. Schmidt College of Biomedical Science;Florida Atlantic University (FAU)	Boca Raton, FL 33431	United States	usa
38849095692	5	3.5493656E10	Parel J.-M.	Parel J.	60017606	103909197	Charles E. Schmidt College of Biomedical Science;Florida Atlantic University (FAU)	Boca Raton, FL 33431	United States	usa
38849095692	6	3.54914634E10	Schmitz C.	Schmitz C.	60017606	103909197	Charles E. Schmidt College of Biomedical Science;Florida Atlantic University (FAU)	Boca Raton, FL 33431	United States	usa
38849095692	7	7.004078161E9	Dorey C.K.	Dorey C.	60017606	103909197	Charles E. Schmidt College of Biomedical Science;Florida Atlantic University (FAU)	Boca Raton, FL 33431	United States	usa
38849095692	8	7.006614942E9	Blanks J.C.	Blanks J.	60017606	103909197	Charles E. Schmidt College of Biomedical Science;Florida Atlantic University (FAU)	Boca Raton, FL 33431	United States	usa
38849095692	9	6.701393815E9	Preising M.N.	Preising M.	60017606	103909197	Charles E. Schmidt College of Biomedical Science;Florida Atlantic University (FAU)	Boca Raton, FL 33431	United States	usa
38849130723	1	7.401803314E9	Becker K.M.	Becker K.	60017606	105214684	Department of Ocean Engineering;Florida Atlantic University	Dania Beach, FL 33004		usa
38849130723	2	7.00554728E9	Frisk G.V.	Frisk G.	60017606	105214684	Department of Ocean Engineering;Florida Atlantic University	Dania Beach, FL 33004		usa
38849134918	1	2.34863822E10	Poole T.L.	Poole T.	60017606	105214684	Department of Ocean Engineering;Florida Atlantic University;SeaTech Campus	Dania Beach, FL 33004		usa
38849134918	2	7.00554728E9	Frisk G.V.	Frisk G.	60017606	105214684	Department of Ocean Engineering;Florida Atlantic University;SeaTech Campus	Dania Beach, FL 33004		usa
38849134918	3	7.403675122E9	Lynch J.F.	Lynch J.	60017606	105214684	Department of Ocean Engineering;Florida Atlantic University;SeaTech Campus	Dania Beach, FL 33004		usa
38849134918	4	7.101659933E9	Pierce A.D.	Pierce A.	60017606	105214684	Department of Ocean Engineering;Florida Atlantic University;SeaTech Campus	Dania Beach, FL 33004		usa
38849148339	1	2.66435874E10	Jacobsen J.	Jacobsen J.	60017606	103909111	Department of Biomedical Science;Florida Atlantic University	Boca Raton, FL 33431		usa
38849148339	2	6.701400808E9	Visse R.	Visse R.	60017606	103909111	Department of Biomedical Science;Florida Atlantic University	Boca Raton, FL 33431		usa
38849148339	3	7.201376735E9	Sorensen H.P.	Sørensen H.	60017606	103909111	Department of Biomedical Science;Florida Atlantic University	Boca Raton, FL 33431		usa
38849148339	4	7.005394264E9	Enghild J.J.	Enghild J.	60017606	103909111	Department of Biomedical Science;Florida Atlantic University	Boca Raton, FL 33431		usa
38849148339	5	7.006432717E9	Brew K.	Brew K.	60017606	103909111	Department of Biomedical Science;Florida Atlantic University	Boca Raton, FL 33431		usa
38849148339	6	7.007057944E9	Wewer U.M.	Wewer U.	60017606	103909111	Department of Biomedical Science;Florida Atlantic University	Boca Raton, FL 33431		usa
38849148339	7	3.54512254E10	Nagase H.	Nagase H.	60017606	103909111	Department of Biomedical Science;Florida Atlantic University	Boca Raton, FL 33431		usa
38849187891	1	1.27920757E10	Hinduja S.	Hinduja S.	60017606		Florida Atlantic University	Jupiter, FL		usa
38849187891	1	1.27920757E10	Hinduja S.	Hinduja S.	60017606	103909179	Department of Criminology and Criminal Justice;Florida Atlantic University	Jupiter, FL 33458-2906		usa
